state,county,cofips,race,sex,renters,variance
CT,HARTFORD,09003,black,female,22968,19710.7350178847
CT,HARTFORD,09003,black,male,18209,16200.1813309687
CT,HARTFORD,09003,hisp,female,34530,27301.5561240404
CT,HARTFORD,09003,hisp,male,28737,23638.9976550924
CT,HARTFORD,09003,other,female,3077,3028.21482003903
CT,HARTFORD,09003,other,male,1901,1882.14874721773
CT,HARTFORD,09003,white,female,48613,34006.0167080038
CT,HARTFORD,09003,white,male,41254,31231.8193236003
CT,LITCHFIELD,09005,asian,female,297,293.897217629885
CT,LITCHFIELD,09005,asian,male,430,423.496077948574
CT,LITCHFIELD,09005,black,female,251,248.783917830384
CT,LITCHFIELD,09005,black,male,434,427.374511942031
CT,LITCHFIELD,09005,hisp,female,1475,1398.47163108094
CT,LITCHFIELD,09005,hisp,male,1424,1352.67227127229
CT,LITCHFIELD,09005,other,female,171,169.971437616518
CT,LITCHFIELD,09005,other,male,512,502.778993281508
CT,LITCHFIELD,09005,white,female,12179,6961.50937423054
CT,LITCHFIELD,09005,white,male,11256,6799.36993914665
CT,MIDDLESEX,09007,asian,female,412,405.7008201284
CT,MIDDLESEX,09007,asian,male,297,293.726574386759
CT,MIDDLESEX,09007,black,female,1690,1584.01046498683
CT,MIDDLESEX,09007,black,male,1356,1287.76472334583
CT,MIDDLESEX,09007,hisp,female,1354,1285.96585890823
CT,MIDDLESEX,09007,hisp,male,1342,1275.16643782239
CT,MIDDLESEX,09007,other,female,305,301.547853193305
CT,MIDDLESEX,09007,other,male,298,294.704494006754
CT,MIDDLESEX,09007,white,female,11102,6528.04356700189
CT,MIDDLESEX,09007,white,male,8791,5923.08590937767
CT,NEW HAVEN,09009,asian,female,4938,4788.39037576578
CT,NEW HAVEN,09009,asian,male,4627,4510.4951986828
CT,NEW HAVEN,09009,black,female,24613,20955.1531598453
CT,NEW HAVEN,09009,black,male,15174,13886.7321614329
CT,NEW HAVEN,09009,hisp,female,30172,24986.7176901693
CT,NEW HAVEN,09009,hisp,male,26925,23057.0546212313
CT,NEW HAVEN,09009,other,female,2922,2876.74579775343
CT,NEW HAVEN,09009,other,male,2230,2203.37194194839
CT,NEW HAVEN,09009,white,female,54592,38174.7164318064
CT,NEW HAVEN,09009,white,male,48062,35919.8150251346
CT,NEW LONDON,09011,asian,female,1350,1316.76892444015
CT,NEW LONDON,09011,asian,male,1246,1219.41999675586
CT,NEW LONDON,09011,black,female,2760,2630.49408386409
CT,NEW LONDON,09011,black,male,2913,2765.36130885891
CT,NEW LONDON,09011,hisp,female,5404,4892.03226404544
CT,NEW LONDON,09011,hisp,male,5064,4621.2557692161
CT,NEW LONDON,09011,other,female,963,945.383477271351
CT,NEW LONDON,09011,other,male,1143,1120.19729717028
CT,NEW LONDON,09011,white,female,19709,13121.6540180924
CT,NEW LONDON,09011,white,male,18465,12677.3113936674
CT,TOLLAND,09013,asian,female,630,614.162011173184
CT,TOLLAND,09013,asian,male,1002,961.935993615323
CT,TOLLAND,09013,black,female,977,938.910255387071
CT,TOLLAND,09013,black,male,762,738.829848363927
CT,TOLLAND,09013,hisp,female,1229,1168.72701516361
CT,TOLLAND,09013,hisp,male,698,678.558499600958
CT,TOLLAND,09013,other,female,188,186.589624900239
CT,TOLLAND,09013,other,male,98,97.6167597765363
CT,TOLLAND,09013,white,female,10311,6068.51312849162
CT,TOLLAND,09013,white,male,9165,5813.15542697526
CT,WINDHAM,09015,asian,female,219,216.871805111821
CT,WINDHAM,09015,asian,male,188,186.431664891729
CT,WINDHAM,09015,black,female,128,127.272985445509
CT,WINDHAM,09015,black,male,291,287.242412140575
CT,WINDHAM,09015,hisp,female,2762,2423.49077032304
CT,WINDHAM,09015,hisp,male,2136,1933.54632587859
CT,WINDHAM,09015,other,female,395,388.076632942847
CT,WINDHAM,09015,other,male,191,189.38121228257
CT,WINDHAM,09015,white,female,8953,5396.19271388001
CT,WINDHAM,09015,white,male,7273,4925.79867767128
DE,KENT,10001,asian,female,676,663.226744186047
DE,KENT,10001,asian,male,451,445.31459637746
DE,KENT,10001,black,female,6056,5030.86762075134
DE,KENT,10001,black,male,4701,4083.28418492844
DE,KENT,10001,hisp,female,1440,1382.03935599284
DE,KENT,10001,hisp,male,1848,1752.54203935599
DE,KENT,10001,other,female,828,808.836762075134
DE,KENT,10001,other,male,738,722.776274597496
DE,KENT,10001,white,female,10134,7263.41759838998
DE,KENT,10001,white,male,8904,6687.95527728086
DE,NEW CASTLE,10003,asian,female,3750,3601.90396226295
DE,NEW CASTLE,10003,asian,male,4653,4407.52611688319
DE,NEW CASTLE,10003,black,female,23098,17807.6982298306
DE,NEW CASTLE,10003,black,male,15910,13568.8110647395
DE,NEW CASTLE,10003,hisp,female,8038,7406.84449985496
DE,NEW CASTLE,10003,hisp,male,8314,7673.68448726807
DE,NEW CASTLE,10003,other,female,1150,1137.58176625545
DE,NEW CASTLE,10003,other,male,1287,1271.63592490171
DE,NEW CASTLE,10003,white,female,26136,19974.5893526199
DE,NEW CASTLE,10003,white,male,23433,18362.7696822466
DE,SUSSEX,10005,asian,female,319,316.111196275478
DE,SUSSEX,10005,asian,male,138,137.459376596832
DE,SUSSEX,10005,black,female,3256,2955.04229830239
DE,SUSSEX,10005,black,male,3105,2831.30940214614
DE,SUSSEX,10005,hisp,female,2683,2478.64841310396
DE,SUSSEX,10005,hisp,male,3312,3000.60091977517
DE,SUSSEX,10005,other,female,471,464.702350536536
DE,SUSSEX,10005,other,male,344,340.64066314654
DE,SUSSEX,10005,white,female,11897,7878.98464202578
DE,SUSSEX,10005,white,male,9701,7029.41080451939
DC,DISTRICT OF COLUMBIA,11001,asian,female,6551,6330.87038805557
DC,DISTRICT OF COLUMBIA,11001,asian,male,4443,4342.09113301006
DC,DISTRICT OF COLUMBIA,11001,black,female,76360,46074.8296156221
DC,DISTRICT OF COLUMBIA,11001,black,male,55254,40754.3081886197
DC,DISTRICT OF COLUMBIA,11001,hisp,female,15678,14338.2441161906
DC,DISTRICT OF COLUMBIA,11001,hisp,male,17275,15425.2685212196
DC,DISTRICT OF COLUMBIA,11001,other,female,4036,3976.05347938868
DC,DISTRICT OF COLUMBIA,11001,other,male,2988,2948.64155745804
DC,DISTRICT OF COLUMBIA,11001,white,female,53013,38741.825810063
DC,DISTRICT OF COLUMBIA,11001,white,male,50273,37536.6261760717
FL,ALACHUA,12001,asian,female,3180,3066.55635200007
FL,ALACHUA,12001,asian,male,3506,3356.57767326151
FL,ALACHUA,12001,black,female,11252,9831.34245507238
FL,ALACHUA,12001,black,male,8216,7458.26377803543
FL,ALACHUA,12001,hisp,female,5197,4893.53657525693
FL,ALACHUA,12001,hisp,male,4878,4611.11146375166
FL,ALACHUA,12001,other,female,1091,1076.70862763552
FL,ALACHUA,12001,other,male,672,666.524841563942
FL,ALACHUA,12001,white,female,25770,18314.785198033
FL,ALACHUA,12001,white,male,25397,18151.2547333251
FL,BAKER,12003,asian,female,0,16755.301018633
FL,BAKER,12003,asian,male,0,5841.93896740364
FL,BAKER,12003,black,female,407.138121546961,7334.04630306978
FL,BAKER,12003,black,male,158.987108655617,1150.13149159785
FL,BAKER,12003,hisp,female,20.7674418604651,533.270576784168
FL,BAKER,12003,hisp,male,18.3687707641196,417.331525605436
FL,BAKER,12003,other,female,0,4011.03870174454
FL,BAKER,12003,other,male,0,485.677382975802
FL,BAKER,12003,white,female,1334.25315037805,23781.7613514261
FL,BAKER,12003,white,male,1105.50798095771,16361.9397074133
FL,BAY,12005,asian,female,574.841046277666,3323.14261936309
FL,BAY,12005,asian,male,352.321931589537,1353.71388083333
FL,BAY,12005,black,female,4064.37948322407,17750.0300515209
FL,BAY,12005,black,male,3268.3810258388,11997.6475759206
FL,BAY,12005,hisp,female,1548.70780547609,4606.7479051506
FL,BAY,12005,hisp,male,2263.26604004904,9057.93107518743
FL,BAY,12005,other,female,542.667864845435,3540.16509084019
FL,BAY,12005,other,male,384.739755571531,1842.17001774484
FL,BAY,12005,white,female,18050.9303933341,70099.0955959749
FL,BAY,12005,white,male,17121.181930648,63678.9689147543
FL,BRADFORD,12007,asian,female,0,1943.32413730473
FL,BRADFORD,12007,asian,male,0,5951.43017049573
FL,BRADFORD,12007,black,female,756.28741299304,15447.2342219166
FL,BRADFORD,12007,black,male,639.197795823666,11056.4407332678
FL,BRADFORD,12007,hisp,female,10.5303643724696,292.568948861359
FL,BRADFORD,12007,hisp,male,12.3765182186235,404.119757324054
FL,BRADFORD,12007,other,female,18.0525164113786,1048.93074271054
FL,BRADFORD,12007,other,male,12.089715536105,470.65762747136
FL,BRADFORD,12007,white,female,1450.82883948948,21331.7663232322
FL,BRADFORD,12007,white,male,1458.3495055363,21552.4971818426
FL,BREVARD,12009,asian,female,1546,1523.21429391368
FL,BREVARD,12009,asian,male,1066,1052.19023626179
FL,BREVARD,12009,black,female,10628,9447.77570355691
FL,BREVARD,12009,black,male,8129,7458.14899258434
FL,BREVARD,12009,hisp,female,6539,6150.2022968781
FL,BREVARD,12009,hisp,male,6726,6322.15299252717
FL,BREVARD,12009,other,female,1160,1148.03795553616
FL,BREVARD,12009,other,male,1507,1487.51746530675
FL,BREVARD,12009,white,female,42354,26952.2296717493
FL,BREVARD,12009,white,male,38563,25581.0544338171
FL,BROWARD,12011,asian,female,6937,6804.77846031799
FL,BROWARD,12011,asian,male,5803,5710.33569201494
FL,BROWARD,12011,black,female,95904,73272.2531980984
FL,BROWARD,12011,black,male,75200,61274.5781231434
FL,BROWARD,12011,hisp,female,79948,65378.7094851007
FL,BROWARD,12011,hisp,male,76002,63357.2124533024
FL,BROWARD,12011,other,female,6335,6249.66474264293
FL,BROWARD,12011,other,male,4783,4734.53036601959
FL,BROWARD,12011,white,female,77179,63781.1229917493
FL,BROWARD,12011,white,male,79918,65467.2057251614
FL,CALHOUN,12013,asian,female,0,1146.85570395581
FL,CALHOUN,12013,asian,male,0,1220.32018446446
FL,CALHOUN,12013,black,female,129.680679195516,1445.01655570232
FL,CALHOUN,12013,black,male,82.0611605670953,579.335878064251
FL,CALHOUN,12013,hisp,female,13,369.901923366413
FL,CALHOUN,12013,hisp,male,18.956772334294,786.391524112278
FL,CALHOUN,12013,other,female,17.3148148148148,240.052491638267
FL,CALHOUN,12013,other,male,19.7222222222222,311.191708109273
FL,CALHOUN,12013,white,female,556.728676186801,5117.46695596628
FL,CALHOUN,12013,white,male,514.094172134311,4366.00810747831
FL,CHARLOTTE,12015,asian,female,479,471.594855409244
FL,CHARLOTTE,12015,asian,male,233,231.247837593597
FL,CHARLOTTE,12015,black,female,987,955.558965917893
FL,CHARLOTTE,12015,black,male,1172,1127.66795765556
FL,CHARLOTTE,12015,hisp,female,1593,1511.09808288149
FL,CHARLOTTE,12015,hisp,male,1855,1743.94187322489
FL,CHARLOTTE,12015,other,female,123,122.511715724245
FL,CHARLOTTE,12015,other,male,252,249.950426026336
FL,CHARLOTTE,12015,white,female,12353,7427.98679963852
FL,CHARLOTTE,12015,white,male,11937,7338.11125096824
FL,CITRUS,12017,asian,female,138,137.086487264355
FL,CITRUS,12017,asian,male,139,138.073199980813
FL,CITRUS,12017,black,female,627,608.142178730753
FL,CITRUS,12017,black,male,356,349.920660047009
FL,CITRUS,12017,hisp,female,692,669.029596584641
FL,CITRUS,12017,hisp,male,721,696.063990022545
FL,CITRUS,12017,other,female,105,104.471146927615
FL,CITRUS,12017,other,male,147,145.963447978126
FL,CITRUS,12017,white,female,9944,5200.72106298268
FL,CITRUS,12017,white,male,7978,4924.87561759486
FL,CLAY,12019,asian,female,585,575.125086565097
FL,CLAY,12019,asian,male,423,417.836997922438
FL,CLAY,12019,black,female,2496,2316.23268698061
FL,CLAY,12019,black,male,2289,2137.81345221607
FL,CLAY,12019,hisp,female,1706,1622.01927516159
FL,CLAY,12019,hisp,male,2647,2444.82407086796
FL,CLAY,12019,other,female,823,803.455649815328
FL,CLAY,12019,other,male,429,423.68949099723
FL,CLAY,12019,white,female,12142,7887.95556325023
FL,CLAY,12019,white,male,11116,7550.51477377655
FL,COLLIER,12021,asian,female,609,603.117585885138
FL,COLLIER,12021,asian,male,529,524.775956463342
FL,COLLIER,12021,black,female,4859,4559.87546606384
FL,COLLIER,12021,black,male,4847,4465.03788938609
FL,COLLIER,12021,hisp,female,15467,12402.9336796149
FL,COLLIER,12021,hisp,male,17230,13382.5237394785
FL,COLLIER,12021,other,female,242,241.189475569624
FL,COLLIER,12021,other,male,420,417.186399822597
FL,COLLIER,12021,white,female,20937,15110.3777110931
FL,COLLIER,12021,white,male,18330,13985.8705344307
FL,COLUMBIA,12023,asian,female,40.4819277108434,3200.34887146063
FL,COLUMBIA,12023,asian,male,70.8433734939759,9781.86388988897
FL,COLUMBIA,12023,black,female,1471.26914153132,15831.0079681235
FL,COLUMBIA,12023,black,male,1243.4849187935,11392.0381387572
FL,COLUMBIA,12023,hisp,female,336.094129554656,3557.25894601204
FL,COLUMBIA,12023,hisp,male,395.017206477733,4887.04635279501
FL,COLUMBIA,12023,other,female,196.411378555799,1387.48871199609
FL,COLUMBIA,12023,other,male,131.536105032823,648.13931720855
FL,COLUMBIA,12023,white,female,4262.33251627081,36180.5120534169
FL,COLUMBIA,12023,white,male,4284.42718282478,36547.973464757
FL,DESOTO,12027,asian,female,0,1584.41536417035
FL,DESOTO,12027,asian,male,0,735.931336134786
FL,DESOTO,12027,black,female,578.181818181818,5084.29654592437
FL,DESOTO,12027,black,male,596.363636363636,5403.40850748366
FL,DESOTO,12027,hisp,female,1270.69233887313,16010.0442820152
FL,DESOTO,12027,hisp,male,1932.90393190109,36761.8540263311
FL,DESOTO,12027,other,female,16.5585443037975,126.920144730468
FL,DESOTO,12027,other,male,7.1993670886076,24.2178176029165
FL,DESOTO,12027,white,female,1536.39992181392,16769.223800178
FL,DESOTO,12027,white,male,1280.43171748762,11689.0883205354
FL,DIXIE,12029,asian,female,47.2289156626506,1316.63317731696
FL,DIXIE,12029,asian,male,82.6506024096386,4006.04960778315
FL,DIXIE,12029,black,female,144.569895591647,1295.98042286366
FL,DIXIE,12029,black,male,122.187354988399,926.559731522481
FL,DIXIE,12029,hisp,female,62.3046558704453,1609.39132555846
FL,DIXIE,12029,hisp,male,73.2277327935223,2222.24310457788
FL,DIXIE,12029,other,female,63.5448577680525,697.735179431729
FL,DIXIE,12029,other,male,42.5557986870897,315.636748720622
FL,DIXIE,12029,white,female,1036.30631392105,23965.3300870895
FL,DIXIE,12029,white,male,1041.67821824022,24213.9234752471
FL,DUVAL,12031,asian,female,5475,5276.5396301998
FL,DUVAL,12031,asian,male,4976,4796.94392854176
FL,DUVAL,12031,black,female,51146,37916.1441953476
FL,DUVAL,12031,black,male,39398,31234.6906468592
FL,DUVAL,12031,hisp,female,14113,13258.8125813237
FL,DUVAL,12031,hisp,male,13354,12561.2399926761
FL,DUVAL,12031,other,female,3500,3450.01122835711
FL,DUVAL,12031,other,male,2554,2527.27720518256
FL,DUVAL,12031,white,female,63333,46428.9801475155
FL,DUVAL,12031,white,male,60595,45179.168846852
FL,ESCAMBIA,12033,asian,female,856,846.298272767094
FL,ESCAMBIA,12033,asian,male,773,765.050849683885
FL,ESCAMBIA,12033,black,female,12614,10578.5299194492
FL,ESCAMBIA,12033,black,male,8145,7280.25523479866
FL,ESCAMBIA,12033,hisp,female,2295,2226.76381838929
FL,ESCAMBIA,12033,hisp,male,2303,2237.03865589244
FL,ESCAMBIA,12033,other,female,1629,1596.00055044733
FL,ESCAMBIA,12033,other,male,1508,1479.34636125293
FL,ESCAMBIA,12033,white,female,25444,17410.0835247864
FL,ESCAMBIA,12033,white,male,25176,17271.8765274926
FL,FLAGLER,12035,asian,female,347,358612.632827458
FL,FLAGLER,12035,asian,male,116,40153.0599816149
FL,FLAGLER,12035,black,female,1503,80902.9918435728
FL,FLAGLER,12035,black,male,1071,41387.3714904383
FL,FLAGLER,12035,hisp,female,897.593655589124,1731.15024017284
FL,FLAGLER,12035,hisp,male,839.496978851964,1566.91816825862
FL,FLAGLER,12035,other,female,193,7985.86605398637
FL,FLAGLER,12035,other,male,218,10160.4995664219
FL,FLAGLER,12035,white,female,7219.78658875904,10047.6150061272
FL,FLAGLER,12035,white,male,6759.15164162493,9216.83210451995
FL,FRANKLIN,12037,asian,female,0,1663.67908985864
FL,FRANKLIN,12037,asian,male,0,1770.24988132613
FL,FRANKLIN,12037,black,female,68.9212001318826,1046.30318141525
FL,FRANKLIN,12037,black,male,43.6129244971975,419.170046356173
FL,FRANKLIN,12037,hisp,female,9,278.915348336239
FL,FRANKLIN,12037,hisp,male,13.1239193083574,593.003678814308
FL,FRANKLIN,12037,other,female,4.45238095238095,250.101827306782
FL,FRANKLIN,12037,other,male,5.07142857142857,324.466891385229
FL,FRANKLIN,12037,white,female,978.823620223852,9847.91971603711
FL,FRANKLIN,12037,white,male,903.864917020455,8404.54447985178
FL,GADSDEN,12039,asian,female,132.604026845638,3180.8888397198
FL,GADSDEN,12039,asian,male,136.785234899329,3382.07174200595
FL,GADSDEN,12039,black,female,3084.22370590175,18224.1792066942
FL,GADSDEN,12039,black,male,1951.67837124959,7699.28833576896
FL,GADSDEN,12039,hisp,female,311,3753.19340590304
FL,GADSDEN,12039,hisp,male,453.504322766571,7887.61603572447
FL,GADSDEN,12039,other,female,81.1322751322751,742.869542369304
FL,GADSDEN,12039,other,male,92.4126984126984,958.228982911901
FL,GADSDEN,12039,white,female,918.784253184099,10634.7605935948
FL,GADSDEN,12039,white,male,848.42338865303,9074.63210014956
FL,GILCHRIST,12041,asian,female,0,1395.58665539128
FL,GILCHRIST,12041,asian,male,0,4273.98413213578
FL,GILCHRIST,12041,black,female,34.421403712297,414.57832675474
FL,GILCHRIST,12041,black,male,29.0922273781903,296.190026407907
FL,GILCHRIST,12041,hisp,female,96.5283400809717,883.38455302225
FL,GILCHRIST,12041,hisp,male,113.451417004049,1218.06687840626
FL,GILCHRIST,12041,other,female,9.38730853391685,571.050562136586
FL,GILCHRIST,12041,other,male,6.28665207877462,256.171837578221
FL,GILCHRIST,12041,white,female,877.375031696391,7575.1381628976
FL,GILCHRIST,12041,white,male,881.923083424901,7653.51147619547
FL,GLADES,12043,asian,female,0,160.382849382397
FL,GLADES,12043,asian,male,0,79.9139457130281
FL,GLADES,12043,black,female,194.994974874372,2718.04695289073
FL,GLADES,12043,black,male,103.609715242881,774.61989823389
FL,GLADES,12043,hisp,female,176.076897246474,2841.10134319984
FL,GLADES,12043,hisp,male,214.367696440564,4208.31606663205
FL,GLADES,12043,other,female,25.7333333333333,100.403476120161
FL,GLADES,12043,other,male,29.2,128.752835553501
FL,GLADES,12043,white,female,618.049936521371,8533.27887810038
FL,GLADES,12043,white,male,547.735928903936,6710.04324876346
FL,GULF,12045,asian,female,4.46979865771812,1287.41784333238
FL,GULF,12045,asian,male,4.61073825503356,1369.8834278608
FL,GULF,12045,black,female,173.209858226179,2171.34935057768
FL,GULF,12045,black,male,109.606165512694,870.737004774277
FL,GULF,12045,hisp,female,14,400.543658689327
FL,GULF,12045,hisp,male,20.4149855907781,851.521682907573
FL,GULF,12045,other,female,2.47354497354497,209.525717397629
FL,GULF,12045,other,male,2.81746031746032,271.83479869679
FL,GULF,12045,white,female,1041.59204940178,12752.7259711144
FL,GULF,12045,white,male,961.826514859128,10882.4349111727
FL,HAMILTON,12047,asian,female,0,12.8798461195177
FL,HAMILTON,12047,asian,male,0,967.419552977107
FL,HAMILTON,12047,black,female,802.3286908078,6072.27273628396
FL,HAMILTON,12047,black,male,419.440111420613,1704.69826579418
FL,HAMILTON,12047,hisp,female,51.0592503022975,375.765884612565
FL,HAMILTON,12047,hisp,male,63.1221281741233,573.515259369986
FL,HAMILTON,12047,other,female,24.9771986970684,351.281771402049
FL,HAMILTON,12047,other,male,1.75895765472313,1.93386007767699
FL,HAMILTON,12047,white,female,546.195467422096,5314.90273097679
FL,HAMILTON,12047,white,male,553.063916430595,5448.70082403234
FL,HARDEE,12049,asian,female,26.5202702702703,1368.619431724
FL,HARDEE,12049,asian,male,18.0743243243243,636.670480429621
FL,HARDEE,12049,black,female,173.454545454545,1918.49930707255
FL,HARDEE,12049,black,male,178.909090909091,2040.54535481545
FL,HARDEE,12049,hisp,female,996.962505066883,10682.1084554692
FL,HARDEE,12049,hisp,male,1516.52188893393,24542.6185169523
FL,HARDEE,12049,other,female,86.814082278481,361.3038974129
FL,HARDEE,12049,other,male,37.745253164557,74.4937793102834
FL,HARDEE,12049,white,female,1037.14620797498,15074.3660074813
FL,HARDEE,12049,white,male,864.354964816263,10489.0601341254
FL,HENDRY,12051,asian,female,14.5,189.024028178641
FL,HENDRY,12051,asian,male,10.2352941176471,95.4688216937336
FL,HENDRY,12051,black,female,770.120603015075,12925.7511252551
FL,HENDRY,12051,black,male,409.200167504188,3762.21474083531
FL,HENDRY,12051,hisp,female,1618.74009402283,21426.6112013473
FL,HENDRY,12051,hisp,male,1970.76158495635,31519.5717724163
FL,HENDRY,12051,other,female,110.129943502825,418.057391285327
FL,HENDRY,12051,other,male,124.966101694915,528.675274255158
FL,HENDRY,12051,white,female,1397.28565382988,29552.0274818682
FL,HENDRY,12051,white,male,1238.31993228946,23250.9701163095
FL,HERNANDO,12053,asian,female,190,188.8317908226
FL,HERNANDO,12053,asian,male,97,96.6955213254806
FL,HERNANDO,12053,black,female,1527,1451.54439842081
FL,HERNANDO,12053,black,male,1100,1060.84395831985
FL,HERNANDO,12053,hisp,female,2538,2329.55252087244
FL,HERNANDO,12053,hisp,male,2474,2275.93269044075
FL,HERNANDO,12053,other,female,240,238.136042974565
FL,HERNANDO,12053,other,male,202,200.679567665523
FL,HERNANDO,12053,white,female,11860,7308.20399974112
FL,HERNANDO,12053,white,male,10674,6987.04523979031
FL,HIGHLANDS,12055,asian,female,130.47972972973,703.651359900873
FL,HIGHLANDS,12055,asian,male,88.9256756756757,354.589770519936
FL,HIGHLANDS,12055,black,female,1156.36363636364,11710.9704072331
FL,HIGHLANDS,12055,black,male,1192.72727272727,12202.0541210312
FL,HIGHLANDS,12055,hisp,female,2438.06846029102,28580.7237575985
FL,HIGHLANDS,12055,hisp,male,3651.33845048801,61985.6211961402
FL,HIGHLANDS,12055,other,female,206.531328219981,681.822913697082
FL,HIGHLANDS,12055,other,male,97.4282611027677,254.771339246756
FL,HIGHLANDS,12055,white,female,5696.58463618656,39452.6344403693
FL,HIGHLANDS,12055,white,male,4772.19977558863,28488.7707306565
FL,HILLSBOROUGH,12057,asian,female,6882,6729.94147430341
FL,HILLSBOROUGH,12057,asian,male,6355,6230.13232688523
FL,HILLSBOROUGH,12057,black,female,46493,38981.2146309613
FL,HILLSBOROUGH,12057,black,male,35213,31257.4801774828
FL,HILLSBOROUGH,12057,hisp,female,61132,51032.7002049555
FL,HILLSBOROUGH,12057,hisp,male,57669,48835.0469862763
FL,HILLSBOROUGH,12057,other,female,5153,5073.64949787709
FL,HILLSBOROUGH,12057,other,male,4238,4186.98728611928
FL,HILLSBOROUGH,12057,white,female,85151,65586.4561735562
FL,HILLSBOROUGH,12057,white,male,80426,62885.718038891
FL,HOLMES,12059,asian,female,37.4245472837022,1569.01628185835
FL,HOLMES,12059,asian,male,22.9376257545272,589.848171571985
FL,HOLMES,12059,black,female,92.7234863092943,927.626589337032
FL,HOLMES,12059,black,male,74.5638256845353,600.130525683857
FL,HOLMES,12059,hisp,female,21.1687780956273,350.409396908565
FL,HOLMES,12059,hisp,male,30.9358398038414,748.209723214688
FL,HOLMES,12059,other,female,31.3479511143063,665.6307431122
FL,HOLMES,12059,other,male,22.2250179726815,334.788716539892
FL,HOLMES,12059,white,female,1131.8909871557,10732.4037146496
FL,HOLMES,12059,white,male,1073.59072881418,9657.70804097165
FL,INDIAN RIVER,12061,asian,female,84,83.7569410954185
FL,INDIAN RIVER,12061,asian,male,145,144.27574922494
FL,INDIAN RIVER,12061,black,female,2459,2250.70923182914
FL,INDIAN RIVER,12061,black,male,2119,1964.32686875646
FL,INDIAN RIVER,12061,hisp,female,1933,1804.28870134344
FL,INDIAN RIVER,12061,hisp,male,2454,2246.55542542198
FL,INDIAN RIVER,12061,other,female,443,436.239786427833
FL,INDIAN RIVER,12061,other,male,299,295.92039269721
FL,INDIAN RIVER,12061,white,female,10792,6780.03775404754
FL,INDIAN RIVER,12061,white,male,8302,5927.79386841199
FL,JACKSON,12063,asian,female,84.9261744966443,2036.8401437954
FL,JACKSON,12063,asian,male,87.6040268456376,2166.2579104107
FL,JACKSON,12063,black,female,1361.19370260468,19382.7747783392
FL,JACKSON,12063,black,male,861.355258819651,7839.67692628321
FL,JACKSON,12063,hisp,female,209,2873.43244842162
FL,JACKSON,12063,hisp,male,304.766570605187,6067.9708444567
FL,JACKSON,12063,other,female,30.1772486772487,655.362041674024
FL,JACKSON,12063,other,male,34.3730158730159,849.499588477404
FL,JACKSON,12063,white,female,2805.47587803937,25262.873067159
FL,JACKSON,12063,white,male,2590.63141644153,21600.7819374181
FL,JEFFERSON,12065,asian,female,0,1424.13555226558
FL,JEFFERSON,12065,asian,male,0,1515.36183135215
FL,JEFFERSON,12065,black,female,515.095285196175,4368.3871495925
FL,JEFFERSON,12065,black,male,325.949225189581,1760.43323205906
FL,JEFFERSON,12065,hisp,female,69,1173.58519927242
FL,JEFFERSON,12065,hisp,male,100.616714697406,2490.91120341869
FL,JEFFERSON,12065,other,female,24.7354497354497,343.393333789285
FL,JEFFERSON,12065,other,male,28.1746031746032,445.002501134988
FL,JEFFERSON,12065,white,female,463.03087610961,3656.63216097243
FL,JEFFERSON,12065,white,male,427.571786954844,3119.63210685589
FL,LAFAYETTE,12067,asian,female,0,9.7658346828961
FL,LAFAYETTE,12067,asian,male,0,733.522693959752
FL,LAFAYETTE,12067,black,female,130.006963788301,5949.34356370361
FL,LAFAYETTE,12067,black,male,67.9648328690808,1627.12507870477
FL,LAFAYETTE,12067,hisp,female,125.866989117291,3932.47362419574
FL,LAFAYETTE,12067,hisp,male,155.60338573156,6005.36759529412
FL,LAFAYETTE,12067,other,female,64.5244299674267,840.604469264975
FL,LAFAYETTE,12067,other,male,4.54397394136808,5.44841359956436
FL,LAFAYETTE,12067,white,female,136.784702549575,1193.29738227242
FL,LAFAYETTE,12067,white,male,138.504780453258,1223.45297519499
FL,LAKE,12069,asian,female,779.28813559322,216603.887792905
FL,LAKE,12069,asian,male,627.474576271186,104749.391268635
FL,LAKE,12069,black,female,5080.81670723645,19250.9588466128
FL,LAKE,12069,black,male,3966.440880815,13060.6439151559
FL,LAKE,12069,hisp,female,5392.45130346293,18216.9926895393
FL,LAKE,12069,hisp,male,6360.80102361498,22533.1190768912
FL,LAKE,12069,other,female,902.080508128554,14013.6575939689
FL,LAKE,12069,other,male,591.123507641854,5631.49589177894
FL,LAKE,12069,white,female,21179.5913141422,70512.8702800853
FL,LAKE,12069,white,male,17915.1139470772,61080.9278045694
FL,LEE,12071,asian,female,1303,1289.75714895377
FL,LEE,12071,asian,male,932,925.329072035315
FL,LEE,12071,black,female,10662,9620.87086302726
FL,LEE,12071,black,male,8018,7448.09751602141
FL,LEE,12071,hisp,female,24320,20643.9840315398
FL,LEE,12071,hisp,male,24672,20812.8491210177
FL,LEE,12071,other,female,1404,1391.60588305916
FL,LEE,12071,other,male,1031,1022.55689456042
FL,LEE,12071,white,female,50655,34628.6940301735
FL,LEE,12071,white,male,46077,33073.0659199284
FL,LEON,12073,asian,female,1668,1640.27500396361
FL,LEON,12073,asian,male,2068,2026.95458766689
FL,LEON,12073,black,female,22295,17448.1881387612
FL,LEON,12073,black,male,17410,14415.7862871057
FL,LEON,12073,hisp,female,3785,3642.96448707977
FL,LEON,12073,hisp,male,3695,3563.9581632514
FL,LEON,12073,other,female,1479,1456.23324104433
FL,LEON,12073,other,male,1029,1018.31976889632
