,state,county,cofips,race,sex,renters,variance
6940,IL,WILLIAMSON,17199,asian,male,67.5714285714286,1200.84290509972
6941,IL,WILLIAMSON,17199,black,female,582.842329978652,10692.8003678729
6942,IL,WILLIAMSON,17199,black,male,419.893260140287,5570.97092171413
6943,IL,WILLIAMSON,17199,hisp,female,246.037426900585,2815.27636171404
6944,IL,WILLIAMSON,17199,hisp,male,190.722807017544,1702.43451123995
6945,IL,WILLIAMSON,17199,other,female,91.5183673469388,1241.15966929465
6946,IL,WILLIAMSON,17199,other,male,89.4040816326531,1184.78670924929
6947,IL,WILLIAMSON,17199,white,female,5466.31579999001,35510.2683570073
6948,IL,WILLIAMSON,17199,white,male,5010.02627503871,29966.1897806813
6949,IL,WINNEBAGO,17201,asian,female,733.720588235294,4925.93648896806
6950,IL,WINNEBAGO,17201,asian,male,851.137254901961,12002.3362484863
6951,IL,WINNEBAGO,17201,black,female,8728.34269662921,8369.41479242003
6952,IL,WINNEBAGO,17201,black,male,6425.76685393259,6523.14150006443
6953,IL,WINNEBAGO,17201,hisp,female,4327.19385665529,8026.10772959316
6954,IL,WINNEBAGO,17201,hisp,male,4566.28600682594,13291.3146109333
6955,IL,WINNEBAGO,17201,other,female,714.280550774527,968.229284197553
6956,IL,WINNEBAGO,17201,other,male,701.97934595525,887.192985835074
6957,IL,WINNEBAGO,17201,white,female,20458.4983643427,22700.9153481803
6958,IL,WINNEBAGO,17201,white,male,18073.3667961562,18844.283960621
6959,IL,WOODFORD,17203,asian,female,9.63793103448276,125.521969208619
6960,IL,WOODFORD,17203,asian,male,8.29310344827586,93.1958604657528
6961,IL,WOODFORD,17203,black,female,0.0,347.725343087868
6962,IL,WOODFORD,17203,black,male,0.0,347.725343087868
6963,IL,WOODFORD,17203,hisp,female,3.27503526093089,523.034844594329
6964,IL,WOODFORD,17203,hisp,male,3.30042313117066,531.17523418928
6965,IL,WOODFORD,17203,other,female,5.0398406374502,85.7364384834921
6966,IL,WOODFORD,17203,other,male,8.10756972111554,221.661198256553
6967,IL,WOODFORD,17203,white,female,2003.81354017622,13880.9420599905
6968,IL,WOODFORD,17203,white,male,1802.73815799382,11269.7854148804
6969,IN,ADAMS,18001,asian,female,0.0,835.12162674033
6970,IN,ADAMS,18001,asian,male,0.0,83.280827043357
6971,IN,ADAMS,18001,black,female,21.030534351145,235.698813085801
6972,IN,ADAMS,18001,black,male,11.0687022900763,66.4512094495884
6973,IN,ADAMS,18001,hisp,female,105.845117845118,866.781442848525
6974,IN,ADAMS,18001,hisp,male,124.983164983165,1199.74136673248
6975,IN,ADAMS,18001,other,female,31.3636363636364,103.337788026727
6976,IN,ADAMS,18001,other,male,64.0909090909091,401.119436702274
6977,IN,ADAMS,18001,white,female,2285.82389698921,19793.8593452932
6978,IN,ADAMS,18001,white,male,1871.07176671085,13348.5287433829
6979,IN,ALLEN,18003,asian,female,1626.0,1579.48406955135
6980,IN,ALLEN,18003,asian,male,1714.0,1665.97200461076
6981,IN,ALLEN,18003,black,female,9272.0,7964.84096476566
6982,IN,ALLEN,18003,black,male,7111.0,6351.4804528041
6983,IN,ALLEN,18003,hisp,female,2961.0,2825.12608463632
6984,IN,ALLEN,18003,hisp,male,2683.0,2576.10936011171
6985,IN,ALLEN,18003,other,female,995.0,980.707991170578
6986,IN,ALLEN,18003,other,male,1025.0,1009.36491357768
6987,IN,ALLEN,18003,white,female,24043.0,15939.098440267
6988,IN,ALLEN,18003,white,male,21438.0,14975.7516062137
6989,IN,BARTHOLOMEW,18005,asian,female,943.080523055747,25682.8465081204
6990,IN,BARTHOLOMEW,18005,asian,male,1595.71644872677,72574.1700475897
6991,IN,BARTHOLOMEW,18005,black,female,161.525641025641,170.440267557381
6992,IN,BARTHOLOMEW,18005,black,male,297.695512820513,343.259213035733
6993,IN,BARTHOLOMEW,18005,hisp,female,417.921771913289,4724.69891544734
6994,IN,BARTHOLOMEW,18005,hisp,male,787.153628652215,16358.0145227137
6995,IN,BARTHOLOMEW,18005,other,female,199.875816993464,1030.52840261733
6996,IN,BARTHOLOMEW,18005,other,male,99.937908496732,289.039602398676
6997,IN,BARTHOLOMEW,18005,white,female,5909.59238095238,31202.5113478901
6998,IN,BARTHOLOMEW,18005,white,male,5425.37142857143,26589.9323375497
6999,IN,BENTON,18007,asian,female,0.0,6.86822922921998
7000,IN,BENTON,18007,asian,male,0.0,412.523018080025
7001,IN,BENTON,18007,black,female,6.34234234234234,17.1242856785462
7002,IN,BENTON,18007,black,male,12.1891891891892,62.1367542477132
7003,IN,BENTON,18007,hisp,female,54.4645340751043,350.182319758787
7004,IN,BENTON,18007,hisp,male,58.442280945758,402.939190915135
7005,IN,BENTON,18007,other,female,7.08730158730159,76.7819110615803
7006,IN,BENTON,18007,other,male,4.87566137566138,36.4147393799663
7007,IN,BENTON,18007,white,female,741.95080630549,2937.47768420253
7008,IN,BENTON,18007,white,male,636.311107084617,2167.54655142275
7009,IN,BLACKFORD,18009,asian,female,0.0,302.774438521448
7010,IN,BLACKFORD,18009,asian,male,0.0,228.940974307333
7011,IN,BLACKFORD,18009,black,female,0.0,402.435306399608
7012,IN,BLACKFORD,18009,black,male,0.0,142.586205498727
7013,IN,BLACKFORD,18009,hisp,female,17.6432432432432,279.292651592378
7014,IN,BLACKFORD,18009,hisp,male,19.8054054054054,351.731308932343
7015,IN,BLACKFORD,18009,other,female,32.7272727272727,378.034560358825
7016,IN,BLACKFORD,18009,other,male,19.3636363636364,134.494753484292
7017,IN,BLACKFORD,18009,white,female,1141.8791494275,7273.30454979023
7018,IN,BLACKFORD,18009,white,male,988.755027422304,5469.96606586995
7019,IN,BOONE,18011,asian,female,123.167512690355,4047.53781923268
7020,IN,BOONE,18011,asian,male,100.142131979695,2682.51025832167
7021,IN,BOONE,18011,black,female,116.09756097561,1190.32453290958
7022,IN,BOONE,18011,black,male,60.0758807588076,329.411754353918
7023,IN,BOONE,18011,hisp,female,223.702179176755,3864.71157401784
7024,IN,BOONE,18011,hisp,male,157.745762711864,1947.29214269462
7025,IN,BOONE,18011,other,female,81.6109215017065,2114.12507691353
7026,IN,BOONE,18011,other,male,48.3003412969283,748.724850685016
7027,IN,BOONE,18011,white,female,4364.08498002376,17684.6982928015
7028,IN,BOONE,18011,white,male,3879.24856926898,14213.7148240897
7029,IN,BROWN,18013,asian,female,0.0,5723.52435768332
7030,IN,BROWN,18013,asian,male,0.0,0.0
7031,IN,BROWN,18013,black,female,0.0,257.558596095749
7032,IN,BROWN,18013,black,male,0.0,104.300588501584
7033,IN,BROWN,18013,hisp,female,16.0615384615385,612.993783459287
7034,IN,BROWN,18013,hisp,male,13.5692307692308,437.660061001786
7035,IN,BROWN,18013,other,female,39.3243243243243,1278.16673444444
7036,IN,BROWN,18013,other,male,20.2702702702703,343.594561183636
7037,IN,BROWN,18013,white,female,1087.98098859316,9724.99556786926
7038,IN,BROWN,18013,white,male,978.419011406844,7875.71284659567
7039,IN,CARROLL,18015,asian,female,0.48,13.7370880177711
7040,IN,CARROLL,18015,asian,male,3.72,822.070649067376
7041,IN,CARROLL,18015,black,female,10.954954954955,129.764832776205
7042,IN,CARROLL,18015,black,male,21.0540540540541,475.977546010281
7043,IN,CARROLL,18015,hisp,female,64.3671766342142,1066.97185501129
7044,IN,CARROLL,18015,hisp,male,69.0681502086231,1228.14800422686
7045,IN,CARROLL,18015,other,female,6.34126984126984,130.212294161163
7046,IN,CARROLL,18015,other,male,4.36243386243386,61.6862664883548
7047,IN,CARROLL,18015,white,female,1220.34816089871,6195.56892888686
7048,IN,CARROLL,18015,white,male,1046.59376698677,4575.84580811601
7049,IN,CASS,18017,asian,female,186.951754385965,736.769496265892
7050,IN,CASS,18017,asian,male,235.899122807018,1131.0856452954
7051,IN,CASS,18017,black,female,12.5346784363178,486.807263087766
7052,IN,CASS,18017,black,male,10.3808322824716,333.899281319351
7053,IN,CASS,18017,hisp,female,322.03229527105,1658.40365446355
7054,IN,CASS,18017,hisp,male,466.262975778547,3346.76306560909
7055,IN,CASS,18017,other,female,137.562847608454,416.361524822305
7056,IN,CASS,18017,other,male,106.825361512792,263.110462076914
7057,IN,CASS,18017,white,female,2658.81633456722,18663.8492925986
7058,IN,CASS,18017,white,male,2144.51894148224,12233.0831750017
7059,IN,CLARK,18019,asian,female,198.0,196.183317886932
7060,IN,CLARK,18019,asian,male,154.0,152.901019462465
7061,IN,CLARK,18019,black,female,1433.0,1337.84295644115
7062,IN,CLARK,18019,black,male,1210.0,1142.15477293791
7063,IN,CLARK,18019,hisp,female,908.0,869.79499536608
7064,IN,CLARK,18019,hisp,male,1089.0,1034.0453660797
7065,IN,CLARK,18019,other,female,354.0,348.192956441149
7066,IN,CLARK,18019,other,male,123.0,122.298934198332
7067,IN,CLARK,18019,white,female,8694.0,5191.4218721038
7068,IN,CLARK,18019,white,male,7417.0,4867.79291010195
7069,IN,CLAY,18021,asian,female,0.0,0.0
7070,IN,CLAY,18021,asian,male,1.17391304347826,92.9843617290763
7071,IN,CLAY,18021,black,female,25.8870967741936,1281.25318461013
7072,IN,CLAY,18021,black,male,24.1935483870968,1119.47907688009
7073,IN,CLAY,18021,hisp,female,0.0,360.109570659983
7074,IN,CLAY,18021,hisp,male,0.0,535.793988660988
7075,IN,CLAY,18021,other,female,55.5547445255474,1176.60612220205
7076,IN,CLAY,18021,other,male,30.5766423357664,362.345697981999
7077,IN,CLAY,18021,white,female,2220.16124730742,19606.2199150788
7078,IN,CLAY,18021,white,male,1983.47974151195,15703.953765591
7079,IN,CLINTON,18023,asian,female,0.48,21.3621469141227
7080,IN,CLINTON,18023,asian,male,3.72,1280.0507490295
7081,IN,CLINTON,18023,black,female,7.4954954954955,124.813392623552
7082,IN,CLINTON,18023,black,male,14.4054054054054,459.455872454448
7083,IN,CLINTON,18023,hisp,female,404.770514603616,4886.44150380589
7084,IN,CLINTON,18023,hisp,male,434.332406119611,5611.82867145418
7085,IN,CLINTON,18023,other,female,37.3015873015873,264.525743738803
7086,IN,CLINTON,18023,other,male,25.6613756613757,127.309489703582
7087,IN,CLINTON,18023,white,female,2525.06821888023,16755.7340614866
7088,IN,CLINTON,18023,white,male,2165.54647581084,12405.1074148061
7089,IN,CRAWFORD,18025,asian,female,0.0,92.2618157866297
7090,IN,CRAWFORD,18025,asian,male,0.0,110.571058121683
7091,IN,CRAWFORD,18025,black,female,0.0,69.7943879951305
7092,IN,CRAWFORD,18025,black,male,0.0,301.826479799706
7093,IN,CRAWFORD,18025,hisp,female,15.5691318327974,157.2006116284
7094,IN,CRAWFORD,18025,hisp,male,24.0771704180064,375.574643646371
7095,IN,CRAWFORD,18025,other,female,5.65944881889764,26.4976164203608
7096,IN,CRAWFORD,18025,other,male,4.02952755905512,13.4853501596884
7097,IN,CRAWFORD,18025,white,female,677.620365065073,3726.00636451374
7098,IN,CRAWFORD,18025,white,male,588.8908897438,2818.80139480712
7099,IN,DAVIESS,18027,asian,female,9.84375,321.590134213503
7100,IN,DAVIESS,18027,asian,male,11.71875,455.419558480021
7101,IN,DAVIESS,18027,black,female,91.0552763819095,1956.41468914036
7102,IN,DAVIESS,18027,black,male,45.5276381909548,506.376720945476
7103,IN,DAVIESS,18027,hisp,female,130.645161290323,1915.25725761383
7104,IN,DAVIESS,18027,hisp,male,95.5161290322581,1031.20635037754
7105,IN,DAVIESS,18027,other,female,23.5,474.452551592181
7106,IN,DAVIESS,18027,other,male,20.6666666666667,367.357716745371
7107,IN,DAVIESS,18027,white,female,2403.62763329943,13428.2594884772
7108,IN,DAVIESS,18027,white,male,2187.66882173471,11163.388468758
7109,IN,DEARBORN,18029,asian,female,13.3720930232558,337.776501655689
7110,IN,DEARBORN,18029,asian,male,16.2790697674419,499.570064669007
7111,IN,DEARBORN,18029,black,female,62.4383561643836,4292.66762838572
7112,IN,DEARBORN,18029,black,male,15.2465753424658,264.324573514995
7113,IN,DEARBORN,18029,hisp,female,162.760330578512,11154.7625584839
7114,IN,DEARBORN,18029,hisp,male,50.4628099173554,1084.64774134015
7115,IN,DEARBORN,18029,other,female,5.70744680851064,55.9514326355675
7116,IN,DEARBORN,18029,other,male,14.7606382978723,369.6212995358
7117,IN,DEARBORN,18029,white,female,3490.7714256177,28733.0007316573
7118,IN,DEARBORN,18029,white,male,2903.36317585031,20067.8683148305
7119,IN,DECATUR,18031,asian,female,45.0,1042.54104638572
7120,IN,DECATUR,18031,asian,male,89.0,4034.49759428211
7121,IN,DECATUR,18031,black,female,15.7395348837209,114.516812918465
7122,IN,DECATUR,18031,black,male,36.5023255813954,607.860496085421
7123,IN,DECATUR,18031,hisp,female,66.6346153846154,506.696286823526
7124,IN,DECATUR,18031,hisp,male,116.442307692308,1527.75454764288
7125,IN,DECATUR,18031,other,female,26.2798353909465,169.189919517981
7126,IN,DECATUR,18031,other,male,45.6707818930041,502.384526663306
7127,IN,DECATUR,18031,white,female,2391.58911527166,15472.4657748494
7128,IN,DECATUR,18031,white,male,2377.66244493392,15296.2981871404
7129,IN,DEKALB,18033,asian,female,7.38461538461539,1407.38216830171
7130,IN,DEKALB,18033,asian,male,4.30769230769231,479.03894377492
7131,IN,DEKALB,18033,black,female,3.375,317.615322454976
7132,IN,DEKALB,18033,black,male,16.75,7814.88598937112
7133,IN,DEKALB,18033,hisp,female,25.4399323181049,426.225314121181
7134,IN,DEKALB,18033,hisp,male,28.429780033841,532.122129160342
7135,IN,DEKALB,18033,other,female,33.5815384615385,465.639609165991
7136,IN,DEKALB,18033,other,male,29.6584615384615,363.743818197877
7137,IN,DEKALB,18033,white,female,3278.0961008271,26009.6017950413
7138,IN,DEKALB,18033,white,male,2856.3114612052,19855.1130939246
7139,IN,DELAWARE,18035,asian,female,191.0,189.796840473599
7140,IN,DELAWARE,18035,asian,male,494.0,485.951584710267
7141,IN,DELAWARE,18035,black,female,1207.0,1158.95247518222
7142,IN,DELAWARE,18035,black,male,1200.0,1152.50816265954
7143,IN,DELAWARE,18035,hisp,female,403.0,397.643679298176
7144,IN,DELAWARE,18035,hisp,male,524.0,514.944361993338
7145,IN,DELAWARE,18035,other,female,740.0,721.939909633587
7146,IN,DELAWARE,18035,other,male,567.0,556.39715048976
7147,IN,DELAWARE,18035,white,female,12966.0,7421.42178688038
7148,IN,DELAWARE,18035,white,male,12029.0,7256.83414135418
7149,IN,DUBOIS,18037,asian,female,53.3641975308642,631.659738521765
7150,IN,DUBOIS,18037,asian,male,58.4197530864198,753.902938798973
7151,IN,DUBOIS,18037,black,female,0.0,318.593115448846
7152,IN,DUBOIS,18037,black,male,0.0,1377.75888988461
7153,IN,DUBOIS,18037,hisp,female,361.549839228296,2172.84349598158
7154,IN,DUBOIS,18037,hisp,male,559.12540192926,4991.16173285545
7155,IN,DUBOIS,18037,other,female,73.3267716535433,267.948676062765
7156,IN,DUBOIS,18037,other,male,52.2086614173228,144.655359774734
7157,IN,DUBOIS,18037,white,female,2953.65973643284,31456.4311767413
7158,IN,DUBOIS,18037,white,male,2566.89940247197,23847.0221062679
7159,IN,ELKHART,18039,asian,female,319.0,316.442676919984
7160,IN,ELKHART,18039,asian,male,175.0,174.230372939284
7161,IN,ELKHART,18039,black,female,2358.0,2218.26930036188
7162,IN,ELKHART,18039,black,male,1729.0,1653.87331624447
7163,IN,ELKHART,18039,hisp,female,3771.0,3413.6306544029
7164,IN,ELKHART,18039,hisp,male,4396.0,3910.35424205871
7165,IN,ELKHART,18039,other,female,599.0,589.983087052674
7166,IN,ELKHART,18039,other,male,486.0,480.064234016888
7167,IN,ELKHART,18039,white,female,13468.0,8909.6208283072
7168,IN,ELKHART,18039,white,male,12491.0,8569.98369018898
7169,IN,FAYETTE,18041,asian,female,20.5434782608696,2804.81205424653
7170,IN,FAYETTE,18041,asian,male,19.3695652173913,2493.63722930812
7171,IN,FAYETTE,18041,black,female,105.808962264151,1066.31740575801
7172,IN,FAYETTE,18041,black,male,113.948113207547,1235.44578015166
7173,IN,FAYETTE,18041,hisp,female,50.6551724137931,378.853172781042
7174,IN,FAYETTE,18041,hisp,male,73.9655172413793,800.130197526971
7175,IN,FAYETTE,18041,other,female,23.2246963562753,134.939905048821
7176,IN,FAYETTE,18041,other,male,43.6437246963563,470.54210848893
7177,IN,FAYETTE,18041,white,female,2386.56142004398,16062.3967321809
7178,IN,FAYETTE,18041,white,male,1902.06833176249,10284.3045081841
7179,IN,FLOYD,18043,asian,female,22.9859154929577,1556.75253500899
7180,IN,FLOYD,18043,asian,male,32.112676056338,3034.11805114357
7181,IN,FLOYD,18043,black,female,963.782105263158,27827.4291539418
7182,IN,FLOYD,18043,black,male,789.449473684211,18812.2940418827
7183,IN,FLOYD,18043,hisp,female,230.109725685786,838.433149394552
7184,IN,FLOYD,18043,hisp,male,464.43391521197,3016.79978369472
7185,IN,FLOYD,18043,other,female,173.297002724796,5128.17276120163
7186,IN,FLOYD,18043,other,male,178.201634877384,5418.43163599406
7187,IN,FLOYD,18043,white,female,5974.99276041223,22236.6428625481
7188,IN,FLOYD,18043,white,male,5061.15024273912,16395.5939326415
7189,IN,FOUNTAIN,18045,asian,female,0.0,0.0
7190,IN,FOUNTAIN,18045,asian,male,7.82608695652174,441.839843415333
7191,IN,FOUNTAIN,18045,black,female,22.4354838709677,387.399361279489
7192,IN,FOUNTAIN,18045,black,male,20.9677419354839,338.657224460383
7193,IN,FOUNTAIN,18045,hisp,female,70.2282608695652,733.48376935631
7194,IN,FOUNTAIN,18045,hisp,male,85.6630434782609,1084.05915428045
7195,IN,FOUNTAIN,18045,other,female,8.47445255474453,532.132979374443
7196,IN,FOUNTAIN,18045,other,male,4.66423357664234,161.334950119779
7197,IN,FOUNTAIN,18045,white,female,1492.32536670428,7077.66965027645
7198,IN,FOUNTAIN,18045,white,male,1333.23520361063,5673.99786572231
7199,IN,FRANKLIN,18047,asian,female,32.6279069767442,1244.20583766301
7200,IN,FRANKLIN,18047,asian,male,39.7209302325581,1837.83998050313
7201,IN,FRANKLIN,18047,black,female,0.0,448.773734266024
7202,IN,FRANKLIN,18047,black,male,0.0,26.7589530572359
7203,IN,FRANKLIN,18047,hisp,female,7.5702479338843,4172.10313564238
7204,IN,FRANKLIN,18047,hisp,male,2.34710743801653,401.078842764376
7205,IN,FRANKLIN,18047,other,female,0.308510638297872,22.3184671933995
7206,IN,FRANKLIN,18047,other,male,0.797872340425532,149.262847759858
7207,IN,FRANKLIN,18047,white,female,1640.3308177401,15368.8853320385
7208,IN,FRANKLIN,18047,white,male,1364.30476584307,10673.9355639332
7209,IN,FULTON,18049,asian,female,0.0,0.0
7210,IN,FULTON,18049,asian,male,0.0,0.0
7211,IN,FULTON,18049,black,female,6.43010752688172,23.1672811205297
7212,IN,FULTON,18049,black,male,50.6021505376344,1337.56840884692
7213,IN,FULTON,18049,hisp,female,176.727748691099,2826.17917546199
7214,IN,FULTON,18049,hisp,male,154.214659685864,2156.41904266834
7215,IN,FULTON,18049,other,female,19.6108949416342,72.9655785884149
7216,IN,FULTON,18049,other,male,40.5291828793774,297.514074815092
7217,IN,FULTON,18049,white,female,1396.88671050999,15544.365088166
7218,IN,FULTON,18049,white,male,1403.81374860405,15697.5358439947
7219,IN,GIBSON,18051,asian,female,16.8476821192053,1053.06478043006
7220,IN,GIBSON,18051,asian,male,15.5761589403974,900.234401582482
7221,IN,GIBSON,18051,black,female,33.2903225806452,207.140111184835
7222,IN,GIBSON,18051,black,male,69.2903225806452,868.368505105954
7223,IN,GIBSON,18051,hisp,female,40.4892086330935,204.179257639961
7224,IN,GIBSON,18051,hisp,male,31.4244604316547,125.115470966352
7225,IN,GIBSON,18051,other,female,83.9090909090909,1066.35040768548
7226,IN,GIBSON,18051,other,male,41.7575757575758,272.353899894978
7227,IN,GIBSON,18051,white,female,2465.19656693289,9452.12486502582
7228,IN,GIBSON,18051,white,male,2142.09476695673,7230.61078684664
7229,IN,GRANT,18053,asian,female,33.25,1002.57623020922
7230,IN,GRANT,18053,asian,male,50.1666666666667,2267.36860273746
7231,IN,GRANT,18053,black,female,932.419889502762,26950.8444266897
7232,IN,GRANT,18053,black,male,934.011049723757,27041.6372585009
7233,IN,GRANT,18053,hisp,female,316.865882352941,1858.74326612249
7234,IN,GRANT,18053,hisp,male,260.023529411765,1279.88801972324
7235,IN,GRANT,18053,other,female,110.053475935829,716.86237595449
7236,IN,GRANT,18053,other,male,127.459893048128,950.238229855161
7237,IN,GRANT,18053,white,female,5847.95743692927,33881.9069354215
7238,IN,GRANT,18053,white,male,4722.76009905587,22562.6679664708
7239,IN,GREENE,18055,asian,female,0.0,389.599366229063
7240,IN,GREENE,18055,asian,male,0.0,552.153296809896
7241,IN,GREENE,18055,black,female,6.63316582914573,182.363951832703
7242,IN,GREENE,18055,black,male,3.31658291457286,45.6826523100861
7243,IN,GREENE,18055,hisp,female,104.516129032258,870.054762847825
7244,IN,GREENE,18055,hisp,male,76.4129032258065,469.8367884872
7245,IN,GREENE,18055,other,female,12.0675675675676,518.155746757291
7246,IN,GREENE,18055,other,male,10.6126126126126,400.852066056849
7247,IN,GREENE,18055,white,female,2159.02978352463,11835.6396915724
7248,IN,GREENE,18055,white,male,1965.04736306843,9836.42625193555
7249,IN,HAMILTON,18057,asian,female,1031.83248730964,7892.09882853874
7250,IN,HAMILTON,18057,asian,male,1096.8578680203,5603.57674445167
7251,IN,HAMILTON,18057,black,female,1638.90243902439,6851.00915196653
7252,IN,HAMILTON,18057,black,male,1501.92411924119,2829.67399285676
7253,IN,HAMILTON,18057,hisp,female,705.297820823245,2763.49949918991
7254,IN,HAMILTON,18057,hisp,male,1139.25423728814,2113.55072106608
7255,IN,HAMILTON,18057,other,female,457.389078498294,803.201114182963
7256,IN,HAMILTON,18057,other,male,193.699658703072,304.196917507814
7257,IN,HAMILTON,18057,white,female,17555.9150199762,49984.4501172392
7258,IN,HAMILTON,18057,white,male,15440.751430731,40997.4039549947
7259,IN,HANCOCK,18059,asian,female,12.7254901960784,671.211237480128
7260,IN,HANCOCK,18059,asian,male,13.5882352941176,765.109374817167
7261,IN,HANCOCK,18059,black,female,111.250836120401,2329.04978260163
7262,IN,HANCOCK,18059,black,male,71.0769230769231,962.000343645182
7263,IN,HANCOCK,18059,hisp,female,334.108396946565,7973.89070948484
7264,IN,HANCOCK,18059,hisp,male,319.937404580153,7319.21682199446
7265,IN,HANCOCK,18059,other,female,9.55631399317406,180.060482364521
7266,IN,HANCOCK,18059,other,male,8.60068259385666,145.966406177294
7267,IN,HANCOCK,18059,white,female,5296.59027849142,44124.8107694072
7268,IN,HANCOCK,18059,white,male,4372.54074606926,30507.082173836
7269,IN,HARRISON,18061,asian,female,45.0140845070423,394.760864056563
7270,IN,HARRISON,18061,asian,male,62.887323943662,753.954321933628
7271,IN,HARRISON,18061,black,female,9.21789473684211,594.262027544837
7272,IN,HARRISON,18061,black,male,7.55052631578947,398.73378532518
7273,IN,HARRISON,18061,hisp,female,36.0822942643392,453.483663536969
7274,IN,HARRISON,18061,hisp,male,72.8254364089776,1837.50742234214
7275,IN,HARRISON,18061,other,female,13.8637602179837,728.715678860443
7276,IN,HARRISON,18061,other,male,14.2561307901907,770.521049766158
7277,IN,HARRISON,18061,white,female,2349.77650966698,21605.9611466535
7278,IN,HARRISON,18061,white,male,1990.39102291117,15570.5053612334
7279,IN,HENDRICKS,18063,asian,female,177.0,175.370063992508
7280,IN,HENDRICKS,18063,asian,male,153.0,151.782113313563
7281,IN,HENDRICKS,18063,black,female,1238.0,1158.26200509859
7282,IN,HENDRICKS,18063,black,male,1405.0,1302.29852765205
7283,IN,HENDRICKS,18063,hisp,female,327.0,321.436865927891
7284,IN,HENDRICKS,18063,hisp,male,203.0,200.856042869778
7285,IN,HENDRICKS,18063,other,female,108.0,107.393163727173
7286,IN,HENDRICKS,18063,other,male,137.0,136.023515946101
7287,IN,HENDRICKS,18063,white,female,8049.0,4678.39488059934
7288,IN,HENDRICKS,18063,white,male,7424.0,4556.52296966859
7289,IN,HENRY,18065,asian,female,23.0,3611.84840765262
7290,IN,HENRY,18065,asian,male,20.0,2733.68499633468
7291,IN,HENRY,18065,black,female,79.5,4803.11760380735
7292,IN,HENRY,18065,black,male,47.3214285714286,1719.91267445393
7293,IN,HENRY,18065,hisp,female,18.745945945946,712.791231772973
7294,IN,HENRY,18065,hisp,male,21.0432432432432,897.962877208221
7295,IN,HENRY,18065,other,female,27.2727272727273,767.466445409628
7296,IN,HENRY,18065,other,male,16.1363636363636,270.164055617827
7297,IN,HENRY,18065,white,female,4210.07408832868,20919.6421789479
7298,IN,HENRY,18065,white,male,3645.51005484461,15910.1790578615
7299,IN,HOWARD,18067,asian,female,88.0482456140351,4061.12776204268
7300,IN,HOWARD,18067,asian,male,111.100877192982,6456.75387256251
7301,IN,HOWARD,18067,black,female,1407.46532156368,46227.0031200807
7302,IN,HOWARD,18067,black,male,1165.61916771753,31903.9548675037
7303,IN,HOWARD,18067,hisp,female,174.459054209919,1392.06533577256
7304,IN,HOWARD,18067,hisp,male,252.595155709343,2880.1489564729
7305,IN,HOWARD,18067,other,female,120.860956618465,750.840442683742
7306,IN,HOWARD,18067,other,male,93.8553948832036,462.071455102722
7307,IN,HOWARD,18067,white,female,8213.48633535481,38011.6806140617
7308,IN,HOWARD,18067,white,male,6624.7437977475,25599.4076175466
7309,IN,HUNTINGTON,18069,asian,female,5.7,516.268454116817
7310,IN,HUNTINGTON,18069,asian,male,1.8,51.8533084437823
7311,IN,HUNTINGTON,18069,black,female,58.7404580152672,79.9328595941172
7312,IN,HUNTINGTON,18069,black,male,30.9160305343512,31.1970226811493
7313,IN,HUNTINGTON,18069,hisp,female,86.6835016835017,900.323770438864
7314,IN,HUNTINGTON,18069,hisp,male,102.356902356902,1249.41645690784
7315,IN,HUNTINGTON,18069,other,female,16.4949494949495,92.8040977842526
7316,IN,HUNTINGTON,18069,other,male,33.7070707070707,379.123403731432
7317,IN,HUNTINGTON,18069,white,female,2824.82048854384,13056.695684589
7318,IN,HUNTINGTON,18069,white,male,2312.26992993751,8879.76288528828
7319,IN,JACKSON,18071,asian,female,147.919476944253,5958.42027418898
7320,IN,JACKSON,18071,asian,male,250.283551273228,17035.1813017465
7321,IN,JACKSON,18071,black,female,10.474358974359,183.633558433156
7322,IN,JACKSON,18071,black,male,19.3044871794872,622.763431069227
7323,IN,JACKSON,18071,hisp,female,303.078228086711,1044.92058645141
7324,IN,JACKSON,18071,hisp,male,570.846371347785,3494.90873824995
7325,IN,JACKSON,18071,other,female,118.124183006536,429.821747270177
7326,IN,JACKSON,18071,other,male,59.062091503268,118.425030065156
7327,IN,JACKSON,18071,white,female,3109.40761904762,15584.2764277114
7328,IN,JACKSON,18071,white,male,2854.62857142857,13215.6548993168
7329,IN,JASPER,18073,asian,female,0.0,0.0
7330,IN,JASPER,18073,asian,male,0.0,0.0
7331,IN,JASPER,18073,black,female,16.5698924731183,20.4950646649245
7332,IN,JASPER,18073,black,male,130.397849462366,623.91613437706
7333,IN,JASPER,18073,hisp,female,357.565445026178,6774.05487680858
7334,IN,JASPER,18073,hisp,male,312.015706806283,5176.21405018693
7335,IN,JASPER,18073,other,female,17.9766536964981,89.5199262808587
7336,IN,JASPER,18073,other,male,37.1517509727626,370.476411155919
7337,IN,JASPER,18073,white,female,2131.67539396947,15198.3231438988
7338,IN,JASPER,18073,white,male,2142.24618439012,15346.2227237665
7339,IN,JAY,18075,asian,female,0.0,529.855267412533
7340,IN,JAY,18075,asian,male,0.0,400.646705037832
7341,IN,JAY,18075,black,female,4.5,607.2768753014
7342,IN,JAY,18075,black,male,2.67857142857143,215.221373254262
7343,IN,JAY,18075,hisp,female,88.2162162162162,356.196193883302
7344,IN,JAY,18075,hisp,male,99.027027027027,443.600775248645
7345,IN,JAY,18075,other,female,7.5,416.137449239617
